,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
232948,GBR,Europe,United Kingdom,2021-01-20,3505754.0,38905.0,42025.429,118296.0,1383.0,1388.429,51930.222,576.294,622.517,1752.301,20.486,20.567,0.86,3953.0,58.555,38743.0,573.894,,,27753.0,411.101,59736929.0,642820.0,887.872,9.554,561394.0,8.344,0.0749,13.4,tests performed,5437284.0,4973248.0,464036.0,,366919.0,297294.0,8.05,7.37,0.69,,4404.0,293571.0,0.435,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232949,GBR,Europe,United Kingdom,2021-01-21,3543646.0,37892.0,40484.0,119646.0,1350.0,1389.714,52491.51,561.289,599.684,1772.299,19.997,20.586,0.84,3960.0,58.659,38063.0,563.822,,,27290.0,404.243,60392100.0,655171.0,897.609,9.738,559476.0,8.316,0.0724,13.8,tests performed,5849899.0,5383103.0,466796.0,,412615.0,310246.0,8.67,7.97,0.69,,4596.0,306880.0,0.455,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232950,GBR,Europe,United Kingdom,2021-01-22,3583907.0,40261.0,38269.714,120981.0,1335.0,1391.286,53087.89,596.38,566.884,1792.074,19.775,20.609,0.83,4076.0,60.377,38262.0,566.769,,,27001.0,399.962,61021141.0,629041.0,906.959,9.349,566028.0,8.413,0.0676,14.8,tests performed,6329968.0,5861351.0,468617.0,,480069.0,329466.0,9.38,8.68,0.69,,4880.0,326441.0,0.484,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232951,GBR,Europe,United Kingdom,2021-01-23,3617459.0,33552.0,37156.857,122268.0,1287.0,1372.429,53584.891,497.001,550.399,1811.138,19.064,20.33,0.82,4066.0,60.229,37402.0,554.03,,,26175.0,387.726,61487914.0,466773.0,913.897,6.938,564232.0,8.386,0.0659,15.2,tests performed,6822981.0,6353321.0,469660.0,,493013.0,357218.0,10.11,9.41,0.7,,5291.0,354418.0,0.525,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232952,GBR,Europe,United Kingdom,2021-01-24,3647463.0,30004.0,35929.143,123507.0,1239.0,1355.0,54029.336,444.445,532.213,1829.491,18.353,20.071,0.8,4077.0,60.392,37734.0,558.948,,,25537.0,378.276,61888920.0,401006.0,919.857,5.96,563931.0,8.382,0.0637,15.7,tests performed,7044048.0,6573570.0,470478.0,,221067.0,361321.0,10.43,9.74,0.7,,5352.0,358724.0,0.531,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,96038.8,14.52,37.41,1422.60870472022
232953,GBR,Europe,United Kingdom,2021-01-25,3669658.0,22195.0,33737.714,124770.0,1263.0,1335.286,54358.107,328.771,499.752,1848.2,18.709,19.779,0.79,4032.0,59.725,37760.0,559.333,,,24407.0,361.537,62446476.0,557556.0,928.144,8.287,562028.0,8.353,0.06,16.7,tests performed,7325773.0,6853327.0,472446.0,,281725.0,371761.0,10.85,10.15,0.7,,5507.0,369536.0,0.547,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232954,GBR,Europe,United Kingdom,2021-01-26,3689746.0,20088.0,31842.429,125943.0,1173.0,1290.0,54655.668,297.561,471.677,1865.575,17.375,19.109,0.79,3961.0,58.674,37105.0,549.631,,,23396.0,346.562,63051616.0,605140.0,937.138,8.994,565358.0,8.403,0.0564,17.7,tests performed,7638543.0,7164387.0,474156.0,,312770.0,366883.0,11.31,10.61,0.7,,5435.0,364950.0,0.541,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232955,GBR,Europe,United Kingdom,2021-01-27,3715054.0,25308.0,29900.0,127175.0,1232.0,1268.429,55030.552,374.884,442.904,1883.825,18.249,18.789,0.78,3937.0,58.318,35517.0,526.108,,,22404.0,331.867,63816400.0,764784.0,948.505,11.367,582782.0,8.662,0.0513,19.5,tests performed,7953250.0,7476765.0,476485.0,,314707.0,359424.0,11.78,11.08,0.71,,5324.0,357645.0,0.53,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232956,GBR,Europe,United Kingdom,2021-01-28,3743734.0,28680.0,28584.0,128399.0,1224.0,1250.429,55455.384,424.833,423.411,1901.956,18.131,18.522,0.77,3918.0,58.037,34913.0,517.161,,,21811.0,323.083,64574588.0,758188.0,959.774,11.269,597498.0,8.881,0.0479,20.9,tests performed,8369438.0,7891184.0,478254.0,,416188.0,359934.0,12.4,11.69,0.71,,5332.0,358297.0,0.531,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232957,GBR,Europe,United Kingdom,2021-01-29,3772813.0,29079.0,26986.571,129559.0,1160.0,1225.429,55886.127,430.743,399.748,1919.139,17.183,18.152,0.77,3832.0,56.763,33851.0,501.43,,,21103.0,312.596,65236314.0,661726.0,969.609,9.835,602168.0,8.95,0.0449,22.3,tests performed,8859372.0,8378940.0,480432.0,,489934.0,361343.0,13.12,12.41,0.71,,5353.0,359656.0,0.533,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232958,GBR,Europe,United Kingdom,2021-01-30,3796088.0,23275.0,25518.429,130584.0,1025.0,1188.0,56230.897,344.769,378.001,1934.322,15.183,17.598,0.76,3806.0,56.378,33019.0,489.106,,,20454.0,302.982,65663687.0,427373.0,975.961,6.352,596539.0,8.866,0.0428,23.4,tests performed,9468382.0,8977329.0,491053.0,,609010.0,377914.0,14.03,13.3,0.73,,5598.0,374858.0,0.555,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232959,GBR,Europe,United Kingdom,2021-01-31,3817176.0,21088.0,24244.714,131579.0,995.0,1153.143,56543.27,312.373,359.133,1949.06,14.739,17.081,0.76,3687.0,54.615,32589.0,482.736,,,19749.0,292.539,66250691.0,587004.0,984.686,8.725,623110.0,9.261,0.039,25.7,tests performed,9790576.0,9296367.0,494209.0,,322194.0,392361.0,14.5,13.77,0.73,,5812.0,388971.0,0.576,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,101984.9,15.09,40.89,1510.68741477425
232960,GBR,Europe,United Kingdom,2021-02-01,3835783.0,18607.0,23732.143,132586.0,1007.0,1116.571,56818.893,275.623,351.541,1963.977,14.917,16.54,0.75,3726.0,55.193,32963.0,488.276,,,19422.0,287.695,66916883.0,666192.0,994.588,9.902,638630.0,9.492,0.0372,26.9,tests performed,10143511.0,9646715.0,496796.0,,352935.0,402534.0,15.03,14.29,0.74,,5963.0,399055.0,0.591,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232961,GBR,Europe,United Kingdom,2021-02-02,3852623.0,16840.0,23268.143,133549.0,963.0,1086.571,57068.341,249.448,344.668,1978.242,14.265,16.095,0.75,3635.0,53.845,31769.0,470.59,,,18753.0,277.785,67535861.0,618978.0,1003.787,9.2,640606.0,9.521,0.0364,27.5,tests performed,10520433.0,10021471.0,498962.0,,376922.0,411699.0,15.58,14.84,0.74,,6098.0,408155.0,0.605,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232962,GBR,Europe,United Kingdom,2021-02-03,3871825.0,19202.0,22395.857,134525.0,976.0,1050.0,57352.778,284.436,331.747,1992.699,14.457,15.553,0.75,3628.0,53.741,30607.0,453.377,,,18056.0,267.461,68330938.0,795077.0,1015.605,11.817,644934.0,9.586,0.0348,28.7,tests performed,10992444.0,10490487.0,501957.0,,472011.0,434171.0,16.28,15.54,0.74,,6431.0,430532.0,0.638,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232963,GBR,Europe,United Kingdom,2021-02-04,3892459.0,20634.0,21246.429,135351.0,826.0,993.143,57658.426,305.648,314.72,2004.935,12.235,14.711,0.74,3572.0,52.912,29416.0,435.735,,,17154.0,254.1,69123796.0,792858.0,1027.389,11.784,649887.0,9.659,0.0328,30.5,tests performed,11477040.0,10971047.0,505993.0,,484596.0,443943.0,17.0,16.25,0.75,,6576.0,439980.0,0.652,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232964,GBR,Europe,United Kingdom,2021-02-05,3911573.0,19114.0,19822.857,136225.0,874.0,952.286,57941.559,283.133,293.633,2017.881,12.946,14.106,0.74,3505.0,51.919,28386.0,420.478,,,16472.0,243.997,69800372.0,676576.0,1037.445,10.056,652008.0,9.691,0.0305,32.8,tests performed,11975267.0,11465210.0,510057.0,,498227.0,445128.0,17.74,16.98,0.76,,6594.0,440896.0,0.653,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232965,GBR,Europe,United Kingdom,2021-02-06,3929835.0,18262.0,19106.714,137012.0,787.0,918.286,58212.071,270.512,283.025,2029.539,11.658,13.602,0.74,3373.0,49.964,26917.0,398.718,,,15896.0,235.465,70249829.0,449457.0,1044.125,6.68,655163.0,9.738,0.0292,34.2,tests performed,12526737.0,12015018.0,511719.0,,551470.0,436908.0,18.56,17.8,0.76,,6472.0,433956.0,0.643,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232966,GBR,Europe,United Kingdom,2021-02-07,3945680.0,15845.0,18357.714,137765.0,753.0,883.714,58446.781,234.71,271.93,2040.693,11.154,13.09,0.74,3302.0,48.912,26803.0,397.029,,,15340.0,227.229,70836926.0,587097.0,1052.851,8.726,655176.0,9.738,0.0281,35.6,tests performed,12806587.0,12294006.0,512581.0,,279850.0,430859.0,18.97,18.21,0.76,,6382.0,428234.0,0.634,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,107221.0,15.54,37.61,1588.24899862146
232967,GBR,Europe,United Kingdom,2021-02-08,3959784.0,14104.0,17714.429,138546.0,781.0,851.429,58655.702,208.92,262.401,2052.262,11.569,12.612,0.74,3230.0,47.846,26747.0,396.199,,,14656.0,217.097,71482720.0,645794.0,1062.45,9.598,652262.0,9.695,0.0272,36.8,tests performed,13162878.0,12646486.0,516392.0,,356291.0,431338.0,19.5,18.73,0.76,,6389.0,428539.0,0.635,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232968,GBR,Europe,United Kingdom,2021-02-09,3972148.0,12364.0,17075.0,139269.0,723.0,817.143,58838.848,183.146,252.929,2062.971,10.71,12.104,0.74,3164.0,46.868,25692.0,380.572,,,13929.0,206.328,72058252.0,575532.0,1071.004,8.554,646056.0,9.602,0.0265,37.8,tests performed,13577851.0,13058298.0,519553.0,,414973.0,436774.0,20.11,19.34,0.77,,6470.0,433832.0,0.643,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232969,GBR,Europe,United Kingdom,2021-02-10,3985161.0,13013.0,16190.857,139981.0,712.0,779.429,59031.607,192.76,239.833,2073.518,10.547,11.546,0.74,3132.0,46.394,24420.0,361.73,,,13293.0,196.907,72814239.0,755987.0,1082.24,11.236,640472.0,9.519,0.0253,39.5,tests performed,14033555.0,13509108.0,524447.0,,455704.0,434444.0,20.79,20.01,0.78,,6435.0,431232.0,0.639,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232970,GBR,Europe,United Kingdom,2021-02-11,3998655.0,13494.0,15170.857,140657.0,676.0,758.0,59231.492,199.885,224.724,2083.532,10.013,11.228,0.74,3036.0,44.972,23414.0,346.828,,,12831.0,190.064,73554092.0,739853.0,1093.237,10.996,632899.0,9.407,0.024,41.7,tests performed,14542318.0,14012224.0,530094.0,,508763.0,437897.0,21.54,20.76,0.79,,6487.0,434454.0,0.644,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232971,GBR,Europe,United Kingdom,2021-02-12,4013799.0,15144.0,14603.714,141293.0,636.0,724.0,59455.818,224.326,216.323,2092.953,9.421,10.725,0.74,2943.0,43.594,22327.0,330.727,,,12337.0,182.746,74165804.0,611712.0,1102.328,9.092,623633.0,9.269,0.0234,42.7,tests performed,15091696.0,14556827.0,534869.0,,549378.0,445204.0,22.36,21.56,0.79,,6595.0,441660.0,0.654,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232972,GBR,Europe,United Kingdom,2021-02-13,4027106.0,13307.0,13895.857,141879.0,586.0,695.286,59652.932,197.115,205.837,2101.633,8.68,10.299,0.74,2842.0,42.098,20973.0,310.67,,,11872.0,175.858,74547282.0,381478.0,1107.998,5.67,613922.0,9.125,0.0227,44.1,tests performed,15599904.0,15062189.0,537715.0,,508208.0,439024.0,23.11,22.31,0.8,,6503.0,435310.0,0.645,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232973,GBR,Europe,United Kingdom,2021-02-14,4038078.0,10972.0,13199.714,142484.0,605.0,674.143,59815.459,162.527,195.525,2110.595,8.962,9.986,0.74,2851.0,42.231,21057.0,311.914,,,11558.0,171.207,74928155.0,380873.0,1113.659,5.661,584461.0,8.687,0.0226,44.2,tests performed,15839781.0,15300151.0,539630.0,,239877.0,433313.0,23.46,22.66,0.8,,6419.0,429449.0,0.636,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,110776.1,15.75,26.15,1640.91017520999
232974,GBR,Europe,United Kingdom,2021-02-15,4047843.0,9765.0,12579.857,143099.0,615.0,650.429,59960.107,144.648,186.344,2119.705,9.11,9.635,0.75,2805.0,41.55,20997.0,311.025,,,11140.0,165.015,75390030.0,461875.0,1120.524,6.865,558187.0,8.296,0.0226,44.3,tests performed,16122272.0,15576107.0,546165.0,,282491.0,422771.0,23.88,23.07,0.81,,6262.0,418517.0,0.62,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232975,GBR,Europe,United Kingdom,2021-02-16,4058468.0,10625.0,12331.429,143667.0,568.0,628.286,60117.493,157.387,182.664,2128.118,8.414,9.307,0.75,2708.0,40.113,20218.0,299.486,,,10881.0,161.179,75883973.0,493943.0,1127.866,7.341,546532.0,8.123,0.0226,44.3,tests performed,16499549.0,15940972.0,558577.0,,377277.0,417385.0,24.44,23.61,0.83,,6183.0,411811.0,0.61,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232976,GBR,Europe,United Kingdom,2021-02-17,4071185.0,12717.0,12289.143,144173.0,506.0,598.857,60305.868,188.375,182.037,2135.614,7.495,8.871,0.75,2614.0,38.721,19452.0,288.14,,,10566.0,156.513,76443815.0,559842.0,1136.187,8.321,518511.0,7.707,0.0237,42.2,tests performed,16996806.0,16423082.0,573724.0,,497257.0,423322.0,25.18,24.33,0.85,,6271.0,416282.0,0.617,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232977,GBR,Europe,United Kingdom,2021-02-18,4083242.0,12057.0,12083.857,144694.0,521.0,576.714,60484.467,178.599,178.996,2143.331,7.717,8.543,0.76,2535.0,37.551,18525.0,274.408,,,10225.0,151.461,76991481.0,547666.0,1144.327,8.14,491056.0,7.299,0.0246,40.6,tests performed,17465127.0,16875536.0,589591.0,,468321.0,417544.0,25.87,25.0,0.87,,6185.0,409045.0,0.606,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232978,GBR,Europe,United Kingdom,2021-02-19,4095269.0,12027.0,11638.571,145163.0,469.0,552.857,60662.621,178.154,172.4,2150.278,6.947,8.189,0.76,2469.0,36.573,17863.0,264.602,,,9986.0,147.921,77505893.0,514412.0,1151.972,7.646,477156.0,7.092,0.0244,41.0,tests performed,17852327.0,17247442.0,604885.0,,387200.0,394376.0,26.44,25.55,0.9,,5842.0,384374.0,0.569,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232979,GBR,Europe,United Kingdom,2021-02-20,4105675.0,10406.0,11224.143,145615.0,452.0,533.714,60816.764,154.143,166.262,2156.974,6.695,7.906,0.76,2358.0,34.929,17045.0,252.485,,,9649.0,142.929,77896133.0,390240.0,1157.772,5.8,478407.0,7.111,0.0235,42.6,tests performed,18197269.0,17582121.0,615148.0,,344942.0,371052.0,26.96,26.04,0.91,,5496.0,359990.0,0.533,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232980,GBR,Europe,United Kingdom,2021-02-21,4115509.0,9834.0,11061.571,146026.0,411.0,506.0,60962.433,145.67,163.853,2163.062,6.088,7.495,0.76,2329.0,34.499,16860.0,249.745,,,9268.0,137.286,78472841.0,576708.0,1166.344,8.572,506384.0,7.526,0.0219,45.8,tests performed,18348165.0,17723840.0,624325.0,,150896.0,358341.0,27.18,26.25,0.92,,5308.0,346241.0,0.513,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,113070.6,15.77,17.27,1674.89826828259
232981,GBR,Europe,United Kingdom,2021-02-22,4126150.0,10641.0,11186.714,146405.0,379.0,472.286,61120.057,157.624,165.707,2168.676,5.614,6.996,0.76,2273.0,33.67,16858.0,249.715,,,8885.0,131.612,79167465.0,694624.0,1176.668,10.324,539634.0,8.021,0.0207,48.2,tests performed,18558969.0,17916181.0,642788.0,,210804.0,348100.0,27.49,26.54,0.95,,5156.0,334296.0,0.495,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232982,GBR,Europe,United Kingdom,2021-02-23,4134639.0,8489.0,10881.571,146785.0,380.0,445.429,61245.803,125.746,161.187,2174.305,5.629,6.598,0.76,2149.0,31.833,16118.0,238.754,,,8510.0,126.057,79778264.0,610799.0,1185.747,9.078,556327.0,8.269,0.0196,51.1,tests performed,18911978.0,18242873.0,669105.0,,353009.0,344633.0,28.01,27.02,0.99,,5105.0,328843.0,0.487,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232983,GBR,Europe,United Kingdom,2021-02-24,4144577.0,9938.0,10484.571,147152.0,367.0,425.571,61393.013,147.21,155.306,2179.741,5.436,6.304,0.76,2118.0,31.374,15537.0,230.147,,,8121.0,120.295,80513942.0,735678.0,1196.681,10.934,581447.0,8.642,0.018,55.4,tests performed,19392553.0,18691835.0,700718.0,,480575.0,342250.0,28.73,27.69,1.04,,5070.0,324108.0,0.48,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232984,GBR,Europe,United Kingdom,2021-02-25,4154562.0,9985.0,10188.571,147507.0,355.0,401.857,61540.92,147.906,150.922,2185.0,5.259,5.953,0.76,2047.0,30.322,14852.0,220.001,,,7753.0,114.844,81267131.0,753189.0,1207.876,11.195,610807.0,9.078,0.0167,59.9,tests performed,19913592.0,19177555.0,736037.0,,521039.0,349781.0,29.5,28.41,1.09,,5181.0,328860.0,0.487,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232985,GBR,Europe,United Kingdom,2021-02-26,4163085.0,8523.0,9688.0,147811.0,304.0,378.286,61667.17,126.25,143.507,2189.503,4.503,5.603,0.76,1971.0,29.196,14080.0,208.565,,,7345.0,108.8,81880452.0,613321.0,1216.991,9.116,624937.0,9.288,0.0155,64.5,tests performed,20450858.0,19682048.0,768810.0,,537266.0,371219.0,30.29,29.15,1.14,,5499.0,347801.0,0.515,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232986,GBR,Europe,United Kingdom,2021-02-27,4170519.0,7434.0,9263.429,148119.0,308.0,357.714,61777.288,110.119,137.218,2194.065,4.562,5.299,0.75,1903.0,28.189,13272.0,196.596,,,6996.0,103.631,82256446.0,375994.0,1222.58,5.588,622902.0,9.258,0.0149,67.2,tests performed,20885683.0,20089551.0,796132.0,,434825.0,384059.0,30.94,29.76,1.18,,5689.0,358204.0,0.531,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232987,GBR,Europe,United Kingdom,2021-02-28,4176554.0,6035.0,8720.714,148400.0,281.0,339.143,61866.684,89.396,129.179,2198.228,4.162,5.024,0.76,1783.0,26.411,12791.0,189.471,,,6610.0,97.913,82787128.0,530682.0,1230.467,7.888,616327.0,9.16,0.0142,70.7,tests performed,21091267.0,20275451.0,815816.0,,205584.0,391872.0,31.24,30.03,1.21,,5805.0,364516.0,0.54,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,114124.7,15.63,7.96,1690.51249748626
232988,GBR,Europe,United Kingdom,2021-03-01,4182009.0,5455.0,7979.857,148697.0,297.0,327.429,61947.488,80.804,118.204,2202.627,4.399,4.85,0.76,1806.0,26.752,12897.0,191.041,,,6315.0,93.543,83549977.0,762849.0,1241.806,11.338,626073.0,9.305,0.0127,78.4,tests performed,21322717.0,20478619.0,844098.0,,231450.0,394821.0,31.59,30.33,1.25,,5848.0,366063.0,0.542,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232989,GBR,Europe,United Kingdom,2021-03-02,4188400.0,6391.0,7680.143,148941.0,244.0,308.0,62042.157,94.669,113.765,2206.241,3.614,4.562,0.76,1709.0,25.315,12142.0,179.858,,,6030.0,89.322,84269117.0,719140.0,1252.494,10.689,641550.0,9.535,0.012,83.5,tests performed,21599027.0,20703615.0,895412.0,,276310.0,383864.0,31.99,30.67,1.33,,5686.0,351535.0,0.521,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232990,GBR,Europe,United Kingdom,2021-03-03,4194785.0,6385.0,7172.571,149159.0,218.0,286.714,62136.737,94.58,106.246,2209.47,3.229,4.247,0.76,1647.0,24.397,11526.0,170.733,,,5721.0,84.744,85137443.0,868326.0,1265.4,12.906,660500.0,9.817,0.0109,92.1,tests performed,21946433.0,20982571.0,963862.0,,347406.0,364840.0,32.51,31.08,1.43,,5404.0,327248.0,0.485,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232991,GBR,Europe,United Kingdom,2021-03-04,4201358.0,6573.0,6685.143,149393.0,234.0,269.429,62234.102,97.365,99.026,2212.937,3.466,3.991,0.77,1589.0,23.538,10936.0,161.993,,,5456.0,80.819,86164147.0,1026704.0,1280.66,15.26,699574.0,10.398,0.0096,104.6,tests performed,22392883.0,21358815.0,1034068.0,,446450.0,354184.0,33.17,31.64,1.53,,5246.0,311609.0,0.462,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232992,GBR,Europe,United Kingdom,2021-03-05,4207304.0,5946.0,6317.0,149615.0,222.0,257.714,62322.179,88.077,93.573,2216.225,3.288,3.817,0.78,1542.0,22.841,10315.0,152.795,,,5191.0,76.894,87156599.0,992452.0,1295.411,14.751,753735.0,11.203,0.0084,119.3,tests performed,22887118.0,21796278.0,1090840.0,,494235.0,348037.0,33.9,32.29,1.62,,5155.0,302033.0,0.447,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232993,GBR,Europe,United Kingdom,2021-03-06,4213343.0,6039.0,6117.714,149825.0,210.0,243.714,62411.634,89.455,90.621,2219.336,3.111,3.61,0.79,1449.0,21.464,9714.0,143.892,,,5085.0,75.323,87625363.0,468764.0,1302.378,6.967,766988.0,11.4,0.008,125.3,tests performed,23335514.0,22213112.0,1122402.0,,448396.0,349976.0,34.57,32.9,1.66,,5184.0,303366.0,0.449,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,,,,
232994,GBR,Europe,United Kingdom,2021-03-07,4218520.0,5177.0,5995.143,150022.0,197.0,231.714,62488.32,76.686,88.805,2222.254,2.918,3.432,0.79,1394.0,20.649,9462.0,140.159,,,4849.0,71.828,88437767.0,812404.0,1314.453,12.075,807234.0,11.998,0.0074,134.6,tests performed,23519898.0,22377255.0,1142643.0,,184384.0,346947.0,34.84,33.15,1.69,,5139.0,300258.0,0.445,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936.0,114474.4,15.41,2.74,1695.69255246446
